,Place_name,Latitude,Longitude,Address,Borough,Neighborhood,Category_name
40,Brecher Rubin,40.618821,-73.728532,"360 Central Ave, Lawrence, NY 11559",Lawrence,Far Rockaway,Chiropractor
40,Reliance Chiropractic PC,40.578568,-73.966365,"3001 Brighton 1st St, Brooklyn, NY 11235",Brooklyn,Brighton Beach,Chiropractor
40,New York Medical Imaging Associates,40.778035,-73.955801,"165 E 84th St (btwn 3rd & Lexington Ave), New York, NY 10028",New York,Upper East Side,Chiropractor
40,CityMD Auburndale Urgent Care - Queens,40.757579,-73.790209,"191-20 Northern Blvd, New York, NY 11358",New York,Bayside,Chiropractor
40,Community Pain Medicine,40.769032,-73.827744,"14021 32nd Ave, Flushing, NY 11354",Flushing,Down Town Flushing,Chiropractor
40,Universal Physical Therapy,40.587647,-73.811558,"8624 Rockaway Beach Blvd, Rockaway Beach, NY 11693",Rockaway Beach,Hammels,Chiropractor
40,Tate Medical Center,40.604916,-73.752659,"1624 Central Ave (Central Avenue), Far Rockaway, NY 11691",Far Rockaway,Far Rockaway,Chiropractor
40,Bayview Urgent Care,40.58213,-73.837645,"11506 Beach Channel Dr, Queens, NY 11694",Queens,Boardwalk,Chiropractor
40,Whittred Susan,40.582304,-73.837173,"11410 Beach Channel Dr, Rockaway Park, NY 11694",Rockaway Park,Boardwalk,Chiropractor
40,Fried Philip MD,40.741437,-73.786456,"5847 188th St, Fresh Meadows, NY 11365",Fresh Meadows,Fresh Meadows,Chiropractor
40,New York Hospital Medical,40.757285,-73.782642,"20012 44th Ave, Bayside, NY 11361",Bayside,Auburndale,Chiropractor
40,Sunrise Medical Labs,40.717414,-73.740191,"21517 Jamaica Ave, Queens Village, NY 11428",Queens Village,Cambria Heights,Chiropractor
40,Novel MD,40.724742,-73.854965,"9830 67th Ave, Rego Park, NY 11374",Rego Park,Forest Hills,Chiropractor
40,TJH Medical Services PC,40.75506,-73.817111,"14601 45th Ave (Burling St.), Flushing, NY 11355",Flushing,Flushing,Chiropractor
40,Tend,40.754545,-73.97643,"230 Park Ave, New York, NY 10169",New York,East Side,Chiropractor
40,NY Lasergroup,40.694389,-73.827602,"11915 Atlantic Ave, Richmond Hill, NY 11418",Richmond Hill,Richmond Hill,Chiropractor
40,Advantagecare Physicians,40.710904,-73.856207,"9610 Metropolitan Ave, Forest Hills, NY 11375",Forest Hills,Parkside,Chiropractor
40,"Hess Michal DVM - Hess, Michal DVM",40.582304,-73.837173,"11410 Beach Channel Dr, New York, NY 11694",New York,Boardwalk,Chiropractor
40,Brookhaven Beach Nursing Home,40.596331,-73.751495,"250 Beach 17th St, Far Rockaway, NY 11691",Far Rockaway,Far Rockaway,Chiropractor
40,Monter Cancer Center,40.757031,-73.701926,"450 Lakeville Rd (Marcus Ave), New Hyde Park, NY 11042",New Hyde Park,Glen Oaks,Chiropractor
40,Peds 4 Kids,40.727328,-73.863353,"6395 Austin St, Rego Park, NY 11374",Rego Park,Forest Hills,Chiropractor
40,Community Healthcare Network Queens Health Center,40.696994,-73.805885,"9704 Sutphin Blvd, Jamaica, NY 11435",Jamaica,Jamaica,Chiropractor
40,Island Eye Surgery Specialists,40.61362,-74.113021,"1500 Victory Blvd (Little Clove Rd), Staten Island, NY 10301",Staten Island,Castleton Corners,Chiropractor
40,Dr. Scafuri and Associates,40.612596,-74.135845,"2177 Victory Blvd, Staten Island, NY 10314",Staten Island,Meiers Corners,Chiropractor
40,Vision Gallery,40.573885,-74.106876,"2351 Hylan Blvd, Staten Island, NY 10306",Staten Island,New Dorp,Chiropractor
40,Lymphedema Management Associates of Staten Island,40.574525,-74.116977,"97 New Dorp Ln, Staten Island, NY 10306",Staten Island,New Dorp,Chiropractor
40,Visiting Nurse Congregate Care Site,40.642266,-74.096394,"125 Cassidy Pl, Staten Island, NY 10301",Staten Island,New Brighton,Chiropractor
40,Richmond University Medical Center,40.636133,-74.107557,"800 Castleton Ave, Staten Island, NY 10310",Staten Island,Randall Manor,Chiropractor
40,Universal Care Group,40.66487,-74.212762,"1139 E Jersey St, Elizabeth, NJ 07201",Elizabeth,Keighry Head,Chiropractor
40,Richmond University Labor And Delivery,40.637423,-74.105737,"355 Bard Ave, Staten Island, NY 10310",Staten Island,Randall Manor,Chiropractor
40,The Healthy Body,40.583442,-74.157161,"271 Kelly Blvd, Staten Island, NY 10314",Staten Island,New Springville,Chiropractor
40,New York Blood Center,40.578365,-74.168957,"2791 Richmond Ave (Pergament Mall - Above Verizon Wireless), Staten Island, NY 10314",Staten Island,New Springville,Chiropractor
40,Staten Island University Hospital / Northwell Health,40.516911,-74.196267,"375 Seguine Ave, Staten Island, NY 10309",Staten Island,Prince's Bay,Chiropractor
40,"Richmond Physical Therapy, PC",40.556249,-74.168484,"3377 Richmond Ave, Staten Island, NY 10312",Staten Island,Greenridge,Chiropractor
40,The Clinic At Country Estate,40.524177,-74.238673,"4838 Arthur Kill Rd, New York, NY 10309",New York,Richmond Valley,Chiropractor
40,Rising Phoenix Apotheke,40.516581,-74.28087,"483 Sayre Ave, Perth Amboy, NJ 08861",Perth Amboy,Harbor Terrace,Chiropractor
40,Bayonne Medical Center,40.66821,-74.112996,"29 E 29th St, Bayonne, NJ 07002",Bayonne,Centreville,Chiropractor
40,Gordon,40.640788,-74.076024,"56 Bay Street Lndg, Staten Island, NY 10301",Staten Island,Brighton Heights,Chiropractor
40,Tribeca Pediatrics - Park Slope,40.669518,-73.985676,"425 5th Ave (8th Street), Brooklyn, NY 11215",Brooklyn,Park Slope,Chiropractor
40,Tend,40.681639,-73.975464,"215 Flatbush Ave (at Dean St), Brooklyn, NY 11217",Brooklyn,Fort Greene,Chiropractor
40,Eye Care Center Of Park Slope,40.6737,-73.97254,"59 8th Ave, Brooklyn, NY 11217",Brooklyn,Park Slope,Chiropractor
40,Person Centered Care Service,40.613205,-74.123893,"1811 Victory Blvd, Staten Island, NY 10314",Staten Island,Castleton Corners,Chiropractor
40,Quest Diagnostics,40.611185,-74.119104,"78 Todt Hill Rd, Staten Island, NY 10314",Staten Island,Castleton Corners,Chiropractor
40,Elite Car Care,40.598327,-74.180834,"3735 Victory Blvd, Staten Island, NY 10314",Staten Island,Chelsea,Chiropractor
40,Suny Downstate Of Bayridge,40.617312,-74.028801,"520A 92nd St, Brooklyn, NY 11209",Brooklyn,Bayridge,Chiropractor
40,Baltic Street AEH,40.579698,-74.078174,"777 Seaview Ave, Staten Island, NY 10305",Staten Island,Midland Beach,Chiropractor
40,SIUH Heart Tower,40.585102,-74.085187,"242 Mason Ave, Staten Island, NY 10305",Staten Island,Midland Beach,Chiropractor
40,The Healthy Body,40.583442,-74.157161,"271 Kelly Blvd, Staten Island, NY 10314",Staten Island,New Springville,Chiropractor
40,Independent Living Associates,40.548877,-74.216759,"89 Lucille Ave, Staten Island, NY 10309",Staten Island,Rossville,Chiropractor
40,Comprehensive Pediatrics PC,40.526425,-74.17242,"4982 Hylan Blvd, Staten Island, NY 10312",Staten Island,Huguenot,Chiropractor
40,Logos Wellness & Aesthetics,40.509853,-74.268203,"155 New Brunswick Ave, Hopelawn, NJ 08861",Hopelawn,Harbor Terrace,Chiropractor
40,Perth Amboy Spine & Joint Care,40.507925,-74.266073,"75 Smith St, Perth Amboy, NJ 08861",Perth Amboy,Harbor Terrace,Chiropractor
40,Richmond Medical Associates PC,40.547312,-74.166665,"7 Petrus Ave, Staten Island, NY 10312",Staten Island,Annadale,Chiropractor
40,Staten Island Mental Health Society,40.550476,-74.150183,"3974 Amboy Rd, Staten Island, NY 10308",Staten Island,Great Kills,Chiropractor
40,Person Centered Care Service,40.613205,-74.123893,"1811 Victory Blvd, Staten Island, NY 10314",Staten Island,Castleton Corners,Chiropractor
40,Tribeca Pediatrics - Upper East Side,40.762151,-73.962484,"304 E 62nd St (Bet 1st & 2nd), New York, NY 10065",New York,Lenox Hill,Chiropractor
40,Callen-Lorde Community Health Center,40.743086,-74.003103,"356 W 18th St (btw 8th & 9th), New York, NY 10011",New York,Chelsea,Chiropractor
40,Manhattan Specialty Care,40.740528,-73.994006,"55 W 17th St, New York, NY 10011",New York,Chelsea,Chiropractor
40,Goel Anupama Mount Sinai Heart New York,40.769789,-73.985458,"425 W 59th St, New York, NY 10019",New York,Lincoln Square,Chiropractor
40,"Carreras Thomas, DVM",40.58445,-74.093082,"289 Dongan Hills Ave, Staten Island, NY 10305",Staten Island,Dongan Hills,Chiropractor
40,Staten Island Aids Task Force,40.642101,-74.077255,"25 Hyatt St, Staten Island, NY 10301",Staten Island,Brighton Heights,Chiropractor
40,Ophthalmology Associates of Bay Ridge,40.621301,-74.028699,"8721 4th Ave (at 88th St), Brooklyn, NY 11209",Brooklyn,Bayridge,Chiropractor
40,Mandredi Family Health Center,40.576822,-74.103908,"2205 Hylan Blvd, Staten Island, NY 10306",Staten Island,Grant City,Chiropractor
40,Staten Island Orthopedics & Sports Medicine,40.581972,-74.110347,"2052 Richmond Rd, Staten Island, NY 10306",Staten Island,Grant City,Chiropractor
40,Prime Nutrition,40.659485,-74.122267,"367 Broadway, Bayonne, NJ 07002",Bayonne,Centreville,Chiropractor
40,Richmond Community Support Org,40.63541,-74.135025,"235 Port Richmond Ave, Staten Island, NY 10302",Staten Island,Port Richmond,Chiropractor
40,Genesis Fertility & Reproductive Medicine,40.635679,-74.106449,"355 Bard Ave, Staten Island, NY 10310",Staten Island,Randall Manor,Chiropractor
40,Housing Works Community Health Center,40.674789,-73.874645,"2640 Pitkin Ave, Brooklyn, NY 11208",Brooklyn,City Line,Chiropractor
40,Paul Jay Cooper Mental Health,40.66279,-73.933141,"887A E New York Ave, Brooklyn, NY 11203",Brooklyn,Wingate,Chiropractor
40,Bay Ridge Orthopedic Association Of Sheepshead Bay,40.607263,-73.942526,"2950 Avenue R, Brooklyn, NY 11229",Brooklyn,Sheepshead Bay,Chiropractor
40,Anna Dunevsky,40.60875,-73.959392,"1660 E 14th St, Brooklyn, NY 11229",Brooklyn,Gravesend,Chiropractor
40,Medex Healthcare Multispecialty Center,40.719039,-73.837737,"11129 Queens Blvd, Forest Hills, NY 11375",Forest Hills,Forest Hills,Chiropractor
40,Guarnaccia Gary J MD PC,40.71874,-73.836766,"11203 Queens Blvd, Forest Hills, NY 11375",Forest Hills,Forest Hills,Chiropractor
40,Midopa Optics,40.760469,-73.827131,"13689 Roosevelt Ave, Flushing, NY 11354",Flushing,Down Town Flushing,Chiropractor
40,Ardeljansavic Sylvia HSS East River Professional Building New York,40.766581,-73.952213,"523 E 72nd St, New York, NY 10021",New York,Lenox Hill,Chiropractor
40,Bronx Park Womens Health,40.850551,-73.865593,"2016 Bronxdale Ave, Bronx, NY 10462",Bronx,Van Nest,Chiropractor
40,21 Avenue Animal Clinic PC,40.782063,-73.913911,"2127 21st Ave, Astoria, NY 11105",Astoria,Astoria,Chiropractor
40,Medalliance Medical Health Services,40.858341,-73.883869,"625 E Fordham Rd (Arthur Ave), Bronx, NY 10458",Bronx,Belmont,Chiropractor
40,Herbert Irving Pavilion,40.840842,-73.943215,"161 Fort Washington Ave (at W 165th Street), New York, NY 10032",New York,Uptown,Chiropractor
40,ProHEALTH Pediatrics-Park Avenue,40.782424,-73.955139,"1111 Park Ave, New York, NY 10128",New York,Carnegie Hill,Chiropractor
40,Upper East Smiles,40.77296,-73.955867,"261 E 78th St (2nd Ave), New York, NY 10075",New York,Upper East Side,Chiropractor
40,Mount Sinai - Union Square,40.734661,-73.98954,"10 Union Sq E (btwn E 14th & E15th St), New York, NY 10003",New York,Downtown,Chiropractor
40,"Robin Unger, MD",40.769741,-73.965225,"710 Park Ave, New York, NY 10021",New York,Lenox Hill,Chiropractor
40,Columbia Primary Care Midtown,40.760203,-73.978748,"51 W 51st St (5th and 6th Avenue), New York, NY 10019",New York,Midtown,Chiropractor
40,209 NYC Dental,40.759376,-73.967087,"209 E 56th St (3rd Avenue), New York, NY 10022",New York,East Side,Chiropractor
40,A Animal Clinic of Queens,40.709355,-73.899001,"6512 Fresh Pond Rd (Gates ave), Ridgewood, NY 11385",Ridgewood,Fresh Pond,Chiropractor
40,Bond Vet - East Village,40.732918,-73.981096,"282 1st Ave, New York, NY 10009",New York,Midtown,Chiropractor
40,Doctor Fafalak,40.733461,-73.997963,"36 W 9th St (Between 5 Ave And 6 Ave), New York, NY 10011",New York,Downtown,Chiropractor
40,CityMD Prospect Heights Urgent Care - Brooklyn,40.678202,-73.9735,"288 Flatbush Ave (7th Ave), Brooklyn, NY 11217",Brooklyn,Fort Greene,Chiropractor
40,Park Slope Chiropractic,40.685317,-73.977528,"1 Hanson Pl, Brooklyn, NY 11243",Brooklyn,Fort Greene,Chiropractor
40,Davis Visionworks,40.653903,-73.871654,"494 Gateway Dr, Brooklyn, NY 11239",Brooklyn,Spring Creek,Chiropractor
40,Veterinary Emergency Group,40.721291,-73.960515,"87 Kent St (Kent & N 9th), New York, NY 11222",New York,Greenpoint,Chiropractor
40,"Carreras Thomas, DVM",40.58445,-74.093082,"289 Dongan Hills Ave, Staten Island, NY 10305",Staten Island,Dongan Hills,Chiropractor
40,Mccarthy John D Do,40.586671,-74.104101,"1776 Richmond Rd (Seaver avenue), Staten Island, NY 10306",Staten Island,Dongan Hills,Chiropractor
40,Weight Watchers,40.540256,-74.17058,"Richmond Ave, Staten Island, NY 10312",Staten Island,Annadale,Chiropractor
40,Cardio Vascular of Associates of S I,40.583333,-74.084896,"501 Seaview Ave, Staten Island, NY 10305",Staten Island,Midland Beach,Chiropractor
40,Peak Physical Therapy,40.617685,-73.943534,"3131 Kings Hwy, Brooklyn, NY 11234",Brooklyn,Manhattan Terrace,Chiropractor
40,BluePearl Specialty + Emergency Medicine for Pets,40.720309,-73.842846,"10728 71st Rd, Forest Hills, NY 11375",Forest Hills,Forest Hills,Chiropractor
40,I'll Be Seeing You,40.552257,-74.191196,"262 Arden Ave (at Nedra Ln), Staten Island, NY 10312",Staten Island,Aspen Knolls,Chiropractor
40,Celmer Edward J,40.610861,-74.141913,"5 Crafton Ave, Staten Island, NY 10314",Staten Island,Meiers Corners,Chiropractor
40,Amboy Pediatrics,40.509381,-74.26779,"321 State St, Perth Amboy, NJ 08861",Perth Amboy,Downtown,Chiropractor
40,Bio-Reference Laboratories,40.756599,-73.830749,"13336 41st Rd, Flushing, NY 11355",Flushing,Queensboro Hills,Chiropractor
40,St Judes Medical Center,40.642411,-73.90304,"9413 Flatlands Ave (E. 94th St), Brooklyn, NY 11236",Brooklyn,Canarsie,Chiropractor
40,Positive Life,40.592683,-73.925241,"2726 Gerritsen Ave, Brooklyn, NY 11229",Brooklyn,Gerritsen,Chiropractor
40,Pediatric Dentistry of Bronx,40.876978,-73.886049,"3201 Grand Concourse, Bronx, NY 10468",Bronx,Norwood,Chiropractor
40,Montefiore Medical Center,40.894326,-73.861066,"600 E 233rd St (Carpenter Ave.), Bronx, NY 10466",Bronx,Williamsbridge,Chiropractor
40,Bronx Lebanon Hospital,40.843716,-73.912166,"1645 Grand Concourse (at Mt. Eden Ave.), Bronx, NY 10452",Bronx,Concourse,Chiropractor
40,Veterinary Emergency Group,40.615684,-73.929696,"2220 Flatbush Ave, Brooklyn, NY 11234",Brooklyn,Flatlands,Chiropractor
40,West End Dental Associates,40.779352,-73.98509,"243 W End Ave (71st at West End), New York, NY 10023",New York,Lincoln Square,Chiropractor
40,AdvantageCare Physicians,40.598716,-73.763677,"2915 Far Rockaway Blvd, Far Rockaway, NY 11691",Far Rockaway,Bayswater,Chiropractor
40,Onsite Dental,40.74717,-73.98391,"160 Madison Ave (Suite 31), New York, NY 10016",New York,East Side,Chiropractor
41,Jacobi Medical Center Maternity,40.857339,-73.847501,"1400 Pelham Pkwy S (Eastchester Rd & Morris Park Ave), Bronx, NY 10461",Bronx,Pelham Parkway,Health and Medicine
41,CityMD Pelham Parkway Urgent Care - Bronx,40.855905,-73.867452,"Parkway 2178 White Plains Rd, Bronx, NY 10462",Bronx,Bronxdale,Health and Medicine
41,Saint Joseph's Medical Center,40.929375,-73.897771,"127 S Broadway (Vark Street), Yonkers, NY 10701",Yonkers,Fildston,Health and Medicine
41,Bronx Rhio,40.85949,-73.868766,"2275 Olinville Ave, Bronx, NY 10467",Bronx,Bronxdale,Health and Medicine
41,"Rossi, Victoria Dr - Washington Heights Imaging",40.852202,-73.934458,"4334 Broadway, New York, NY 10033",New York,Fort George,Health and Medicine
41,Kenneth Rosa DC,40.872181,-73.904174,"221 W Kingsbridge Rd, Bronx, NY 10463",Bronx,Kings Bridge Heights,Health and Medicine
41,New York Cancer & Blood Specialists,40.860106,-73.84283,"2330 Eastchester Rd, Bronx, NY 10469",Bronx,Hillside,Health and Medicine
41,University Diagnostic Medical Imaging Pc,40.844259,-73.839413,"1200 Waters Pl, Bronx, NY 10461",Bronx,Westchester,Health and Medicine
41,Our Lady of Mercy Dnt Clinic,40.895479,-73.860363,"4234 Bronx Blvd, Bronx, NY 10466",Bronx,Williamsbridge,Health and Medicine
41,Bay Park Nursing Rehab,40.879583,-73.829172,"801 Co Op City Blvd, Bronx, NY 10475",Bronx,Coop City,Health and Medicine
41,Montefiore Medical Center,40.852702,-73.838755,"1250 Waters Pl, Bronx, NY 10461",Bronx,Westchester,Health and Medicine
41,NYC Ems 19C CSL,40.850222,-73.915387,"W Tremont Ave, Bronx, NY 10453",Bronx,Morris Heights,Health and Medicine
41,Department Of Urology,40.841377,-73.94341,"161 Fort Washington Ave, New York, NY 10032",New York,Uptown,Health and Medicine
41,Planned Parenthood - The Bronx Center,40.81673,-73.919723,"349 E 149th St (at Courtland), Bronx, NY 10451",Bronx,Melrose,Health and Medicine
41,Triboro Center,40.831685,-73.911669,"1160 Teller Ave, Bronx, NY 10456",Bronx,East Concourse,Health and Medicine
41,Your Bronx Dentist,40.87802,-73.879256,"3310 Bainbridge Ave, Bronx, NY 10467",Bronx,Norwood,Health and Medicine
41,Metro Optics Eyewear - Throggs Neck,40.823466,-73.83735,"815 Hutchinson River Pkwy, Bronx, NY 10465",Bronx,Castle Hill,Health and Medicine
41,Evydent Dentistry PC,40.867551,-73.924054,"29 Cooper St (btwn W 204th St and Academy St.), New York, NY 10034",New York,Fort George,Health and Medicine
41,Cross Bronx Animal Clinic,40.831117,-73.854775,"2064 Cross Bronx Expy (Olmstead Ave), Bronx, NY 10472",Bronx,Unionport,Health and Medicine
41,Neurosurgery at Mount Sinai Queens,40.768224,-73.924968,"2510 30th Ave, Long Island City, NY 11102",Long Island City,Astoria,Health and Medicine
41,Stefan Kieserman,40.780677,-73.957913,"61 E 86th St (btwn Park & Madison), New York, NY 10028",New York,Carnegie Hill,Health and Medicine
41,Prison Health Services,40.773195,-73.894001,"1940 Hazen St, East Elmhurst, NY 11370",East Elmhurst,Astoria Heights,Health and Medicine
41,Hernandez Aurea - Central Harlam Health STN,40.81373,-73.937147,"2238 5th Ave (136th Street), New York, NY 10037",New York,Central Harlem,Health and Medicine
41,Medalliance Medical Health Services,40.858341,-73.883869,"625 E Fordham Rd (Arthur Ave), Bronx, NY 10458",Bronx,Belmont,Health and Medicine
41,Weiss & Chassen DDS,40.856603,-73.86135,"918 Pelham Pkwy S, Bronx, NY 10462",Bronx,Pelham Parkway,Health and Medicine
41,FDNY EMS Station 26,40.830627,-73.900561,"1264 Boston Rd, Bronx, NY 10456",Bronx,Morrisania,Health and Medicine
41,New York Cancer & Blood Specialists,40.860106,-73.84283,"2330 Eastchester Rd, Bronx, NY 10469",Bronx,Hillside,Health and Medicine
41,Guerrero William E Odpc,40.826391,-73.822277,"3730 E Tremont Ave, Bronx, NY 10465",Bronx,Schuvilerville,Health and Medicine
41,Kaseman Family Chiropractic,40.831207,-73.826387,"3505 E Tremont Ave, Bronx, NY 10465",Bronx,Schuvilerville,Health and Medicine
41,Bronx Medical & Dental Plaza,40.84648,-73.885049,"817 E 180th St, Bronx, NY 10460",Bronx,East Tremont,Health and Medicine
41,Luis E Guerrero,40.830401,-73.865773,"1216 Beach Ave, Bronx, NY 10472",Bronx,Parkchester,Health and Medicine
41,"Rossi, Victoria Dr - Washington Heights Imaging",40.852202,-73.934458,"4334 Broadway, New York, NY 10033",New York,Fort George,Health and Medicine
41,NewYork-Presbyterian Allen Hospital,40.873242,-73.913147,"5141 Broadway (220th St), New York, NY 10034",New York,Inwood,Health and Medicine
41,Multi Specialty Pain Management,40.826726,-73.821852,"3713 E Tremont Ave, Bronx, NY 10465",Bronx,Schuvilerville,Health and Medicine
41,University Diagnostic Medical Imaging Pc,40.844259,-73.839413,"1200 Waters Pl, Bronx, NY 10461",Bronx,Westchester,Health and Medicine
41,Metro UrgiCare,40.834753,-73.858276,"1990 McGraw Ave, Bronx, NY 10462",Bronx,Parkchester,Health and Medicine
41,Pelham Parkway Dialysis Center,40.855577,-73.846693,"1400 Pelham Pkwy S, Bronx, NY 10461",Bronx,Pelham Parkway,Health and Medicine
41,Your Bronx Dentist,40.87802,-73.879256,"3310 Bainbridge Ave, Bronx, NY 10467",Bronx,Norwood,Health and Medicine
41,Rejuve Face & Body Spa,40.866615,-73.918589,"264 Sherman Ave, New York, NY 10034",New York,Inwood,Health and Medicine
41,Cuomo Family Chiropractic Center,40.856519,-73.856269,"2143 Williamsbridge Rd, Bronx, NY 10461",Bronx,Allerton,Health and Medicine
41,Pelham Parkway Dialysis Center,40.855577,-73.846693,"1400 Pelham Pkwy S, Bronx, NY 10461",Bronx,Pelham Parkway,Health and Medicine
41,Boro Park Obstetrics & Gynecology,40.626302,-73.993569,"5925 15th Ave (59th St & 60th St), Brooklyn, NY 11219",Brooklyn,Bensonhurst,Health and Medicine
41,Brooklyn Eye Surgery Center,40.625241,-73.963077,"1301 Avenue J, Brooklyn, NY 11230",Brooklyn,Fiske Terrace,Health and Medicine
41,Dental Care of Cobble Hill,40.679825,-73.999164,"62 2nd Pl, Brooklyn, NY 11231",Brooklyn,Carroll Gardens,Health and Medicine
41,New York Presbyterian Hospital Weill Cornell Medical Center,40.764536,-73.954013,"525 E 68th St (at York Ave), New York, NY 10065",New York,Lenox Hill,Health and Medicine
41,Serenity Laser Dental,40.609559,-73.943267,"3065 Nostrand Ave, Brooklyn, NY 11229",Brooklyn,Sheepshead Bay,Health and Medicine
41,Sephardic Bikur Holim,40.604621,-73.97469,"425 Kings Hwy, Brooklyn, NY 11223",Brooklyn,Bensonhurst,Health and Medicine
41,Doueck Dental & Sleep Medicine,40.604893,-73.968604,"563 Kings Hwy, Brooklyn, NY 11223",Brooklyn,Gravesend,Health and Medicine
41,Doshi Diagnostic Imaging,40.619063,-73.916061,"6309 Mill Ln (64th & 65th Streets), Brooklyn, NY 11234",Brooklyn,Georgetown,Health and Medicine
41,The Dermatology Specialists - Crown Heights,40.669346,-73.947997,"614 Eastern Pkwy, Brooklyn, NY 11225",Brooklyn,Crown Heights,Health and Medicine
41,Ditmas Park Care Center,40.640146,-73.957728,"2107 Ditmas Ave, Brooklyn, NY 11226",Brooklyn,Flatbush,Health and Medicine
41,Bay Ridge Medical Imaging,40.608256,-73.961724,"2005 Coney Island Ave (Quentin Road), New York, NY 11223",New York,Gravesend,Health and Medicine
41,The Dermatology Specialists - Crown Heights,40.669346,-73.947997,"614 Eastern Pkwy, Brooklyn, NY 11225",Brooklyn,Crown Heights,Health and Medicine
41,"Vassallo, Milo Dr-ENT & Allergy Associates",40.69653,-73.991534,"300 Cadman Plz W (Clark St), Brooklyn, NY 11201",Brooklyn,Brooklyn Heights,Health and Medicine
41,Woodhaven-Richmond Hill Volunteer Ambulance Corps,40.691994,-73.863937,"7815 Jamaica Ave (78 St), Woodhaven, NY 11421",Woodhaven,Woodhaven,Health and Medicine
41,NewYork-Presbyterian Lower Manhattan Hospital,40.710132,-74.004943,"170 William St (at Gold St), New York, NY 10038",New York,City Hall,Health and Medicine
41,Tend,40.681639,-73.975464,"215 Flatbush Ave (at Dean St), Brooklyn, NY 11217",Brooklyn,Fort Greene,Health and Medicine
41,Veterinary Emergency & Referral Group,40.678328,-73.982794,"196 4th Ave, New York, NY 11217",New York,Fort Greene,Health and Medicine
41,NewYork-Presbyterian Brooklyn Methodist Hospital,40.667859,-73.979245,"506 6th St (7th Ave.), Brooklyn, NY 11215",Brooklyn,Park Slope,Health and Medicine
41,Worth Street Veterinary Center,40.716911,-74.00556,"77 Worth St (btwn. Church and Broadway), New York, NY 10013",New York,City Hall Area,Health and Medicine
41,Oda Health,40.697056,-73.956041,"517 Park Ave (Bedford Avenue), Brooklyn, NY 11205",Brooklyn,Clinton Hill,Health and Medicine
41,Pediatrics Associates,40.67602,-73.970374,"20 Plaza St E (Vanderbilt), Brooklyn, NY 11238",Brooklyn,Park Slope,Health and Medicine
41,New Generation Medical Practice,40.660319,-73.957023,"1854 Bedford Ave (Maple St.), Brooklyn, NY 11225",Brooklyn,Prospect,Health and Medicine
41,ModernMD Urgent Care - S.E. Williamsburg,40.703406,-73.942367,"68 Graham Ave (Varet Street), Brooklyn, NY 11206",Brooklyn,East Williasburg,Health and Medicine
41,Costco Optical,40.655464,-74.00897,"976 3rd Ave (btwn 37th & 38th St), Brooklyn, NY 11232",Brooklyn,South Brooklyn,Health and Medicine
41,Great Dental Centers,40.686448,-73.824047,"11901 Liberty Ave, South Richmond Hill, NY 11419",South Richmond Hill,South Richmond Hill,Health and Medicine
41,Abe Ben A DDS,40.645371,-73.9113,"949 Remsen Ave, Brooklyn, NY 11236",Brooklyn,Canarsie,Health and Medicine
41,Dynamic Dental Work,40.618547,-73.909117,"6820 Avenue U, Brooklyn, NY 11234",Brooklyn,Georgetown,Health and Medicine
41,"NYC Health + Hospitals/Gotham Health, East New York",40.671716,-73.895242,"2094 Pitkin Ave, Brooklyn, NY 11207",Brooklyn,Broadway Junction,Health and Medicine
41,"Michael Yuryev, DO - Primary Care Doctor | Family Doctor | Brooklyn, NY",40.603227,-73.952473,"2409 Ocean Ave (Ave T and Ave S), Brooklyn, NY 11229",Brooklyn,Sheepshead Bay,Health and Medicine
41,Menorah,40.576152,-73.93803,"1516 Oriental Blvd, Brooklyn, NY 11235",Brooklyn,Manhattan Beach,Health and Medicine
41,Oral & Maxillofacial Surgery of Ocean Parkway,40.605545,-73.966409,"1777 Ocean Pkwy (at Kings Hwy), Brooklyn, NY 11223",Brooklyn,Gravesend,Health and Medicine
41,Oral & Maxillofacial Surgery of Ocean Parkway,40.605545,-73.966409,"1777 Ocean Pkwy (at Kings Hwy), Brooklyn, NY 11223",Brooklyn,Gravesend,Health and Medicine
41,Ascona Ambulette Services,40.589645,-73.956913,"1260 Avenue Y, Brooklyn, NY 11235",Brooklyn,Gravesend,Health and Medicine
41,JAG-ONE Physical Therapy,40.59961,-73.996613,"8718 Bay Pkwy, Brooklyn, NY 11214",Brooklyn,Bath Beach,Health and Medicine
41,Bay Ridge Medical Imaging,40.608256,-73.961724,"2005 Coney Island Ave (Quentin Road), New York, NY 11223",New York,Gravesend,Health and Medicine
41,Ocean Parkway Family Practice,40.616764,-73.969805,"514 Avenue M, Brooklyn, NY 11230",Brooklyn,Ocean Parkway,Health and Medicine
41,Interfaith Medical Center,40.678147,-73.937345,"1545 Atlantic Ave (Troy Ave), Brooklyn, NY 11213",Brooklyn,Bedford,Health and Medicine
41,White G,40.583182,-73.954967,"13 Neptune Ave, Brooklyn, NY 11235",Brooklyn,Brighton Beach,Health and Medicine
41,Park Slope Veterinary Center,40.663567,-73.994424,"639 4th Ave (19th), Brooklyn, NY 11232",Brooklyn,Gowanus,Health and Medicine
41,Milo,40.711564,-73.964306,"105 5th Ave, New York, NY 10003",New York,South Side,Health and Medicine
41,Barclays Center - Modell's Vaccination Pop-Up,40.683746,-73.97764,"140 Flatbush Ave (Atlantic Avenue), Brooklyn, NY 11217",Brooklyn,Boerum Hill,Health and Medicine
